Name ,Cusine,Date,Quote,Review Detail,Rating
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed June 16, 2023 ",Best location in thamel ,"Best location in thamel  the front seat are really nice can explore street , the food delicious , and staff are friendly we would like to recommend all who want good location in thamel",5
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed April 7, 2023 ","A pleasant evening with food, music and Company.","We fell in love with it after trying the cheese cake for dessert, the chicken Tuscan for dinner, and the avocado salad for an appetizer, so apparently there is a lot of good food there. All things considered, Little Buddha Resto is a must-go location...for anyone seeking a dining adventure that is genuinely distinctive and memorable. Little Buddha Resto is the ideal option whether you're celebrating a special occasion or just want to savor some exquisite cuisine in a tranquil and relaxing environment. highly advisableMore",5
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed March 18, 2023 ",Nice ambience with an open 1st street view from the restaurant.,"Nice ambience with an open 1st street view from the restaurant.
A good place to have a beer and just chill in the evening.",4
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed December 31, 2022 ",Good Crowd Good Place,"The ambience is really good. Food Served fast and menu is really a good one. You will find beef here! 

My choice was not good but yet the Fish Sizzler I was able to finish. Try Chicken and Beef item, don't do experiment like me......The restaurant was open till 11pm, probably it closes after midnight.More",4
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed October 27, 2022 ",Visit Kathmandu,"A restaurant at the first floor in the middle of Thamel. A huge menu with great choice from local as well as international dishes. Very good price, excellent music (like funk).  This is where we spent our diner time.",5
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed October 21, 2022 ",Crap service and not what we ordered,"Ordered a toasted sandwich with chips. Got a mediocre cheese and tomato sandwich with crushed up prawn ""crackers"". The day before my son had the same sandwich with proper chips. 

""Toasted sandwich"" was soggy as hell and disgusting to taste!

Staff looked bored when questioned...and service non existence. It's almost as if we were a hassle to them. Had to ask over and over for the bill. Just didn't seem to care at all. 

Won't be back and don't recommend them either.More",1
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed July 29, 2022 ",Perfect location,"Perfect location for everyone. This restaurant have good food, i have been in this restaurant with friends my friends were happy because restaurants looks so clean,well management & very nice staff serve so quick
I will definitely come back again.",5
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed June 17, 2022 ",good food,"we have good food experience with little buddha restaurant , here is good location for outside view  and the staff are friendly and smile face",5
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed May 8, 2022 ","Great view, decent service, poor food","Loved the window table overlooking the Thamel action.  Did not like that the vegetarian stir fry I ordered left me not feeling well later--not the way I wanted to spend our last night in Kathmandu.  Great view, poor food.  Eat carefully!More",3
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed May 5, 2022 ",Very good and friendly restaurant in Thamel,"Excellent food, efficient and helpful staff, very nice view on the mad traffic on the streets of Thamel. You can have Nepalese, Indian or westernised food there.",5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed March 17, 2022 ",Nice place,"Nice place with upstairs seating, great friendly service and reasonable prices. Food was OK. Big screen showing music videos so good if that's your thing (maybe not if you want somewhere quieter.",4
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed February 28, 2022 ",Great food,"Lovely staff, attentive but not overbearing which is lovely. Very good food, great variety of options. Peaceful atmosphere, break from the hustle and bustle",4
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed February 5, 2022 ",Fix the map location please,"Location is a little off. I almost left looking for another place and found the restaurant after walking like 50 meters from the map location. The serving person couldn’t answer simple questions about the menu. When asked about the fish grill, they just said local...fish.More",5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed June 4, 2021 ",Best coffee,This is the best place to hangeout with friends. Me and my friend usually goes to this place to have coffee and chat with each other. Really missing this place sure going after lockdown.,5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed February 7, 2020 ",big wala belly,"This restaurant has   really delicious food 
service was  excellent    
well it's really quite to be here 
nice staff   ..   

ii will be back again .......",5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed January 1, 2020 ","Big Belly by name, big belly of food!","Just tucked off the Nursing Chowk in Thamel, this gem of a restaurant was so good, we had to go back again.  I highly recommend the Aloo Mustang (super spicy potato wedges) and the Crispy Corn if you are looking for a snack, but be...warned, the servings are HUGE!
Prices are on a par with other places, massive menu, excellent service.  Winning!More",5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed December 5, 2019 ",Quiet place to eat amidst  crazy Thamel,"Big Belly is a gem hidden amongst the lanes of Thamel but it is one of the best places to relieve your stress after a busy day around Kathmandu . Well lit, good ambience and prices weren’t that high either and the food was amazing!!...I asked the chef if he would suggest anything special and he was
Very kind enough to make me something outside of menu , quickly and it tasted so so good! The waiters are very friendly and they are attentive to details. I would go again!More",5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed November 8, 2019 ",Delicious Dishes,This restaurant has a variety of menus and delicious dishes. Sometimes there are music festivals and annual celebrations as well,5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed November 4, 2019 ",Maybe I chose badly.  Having,Maybe I chose badly.  Having the prospect of dhal baat hanging over me I had pizza and chips which is very unlike me and it was very average. So far in Kathmandu if you order Nepali or Indian food it’s great but the western food...I would say was average and expensive all relatively so stick to momos and curry from nowMore,3
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed October 10, 2019 ",Amazing food & Ambiance,"This restaurant is really nice to chill out! The music was perfect and the seats were really comfortable.
Super nice staff and the food is really delicious. Went there multiple times to eat .",4
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed September 5, 2019 ",Delicious food,One of the best chicken momo in kathmandu. Their signature crispy chicken momo is highly recommend...,5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed September 3, 2019 ",This place is Lit,Nice renovation work done to this place. This place is lit. If you are looking for a quiet relaxing place with delicious food. This is the place to be. The staff are very friendly and helpful. Ask them about the chef specials or talk to...chef BIDUR. Definitely recommend this place.More,5
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed August 20, 2019 ","Good food, good ambiance","It was a good experience! The overall ambiance was quite hip! also the food was the best part, every item that we ordered was up to the mark, specially the crispy momos",4
"BIG BELLY RESTAURANT, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Nepali, Bar, Cafe","Reviewed July 23, 2019 ",A dining experience to remember,"I recently visited Thamel, Nepal and was walking down the streets browsing through local shops and restaurants in search of authentic Nepali culture and cuisine which is where I discovered this hidden gem called 'Big Belly Restaurant’. As I entered the restaurant, I was welcomed...with great warmth, was seated on the patio and was handed one of the most elaborate menus consisting of cuisines representing various parts of the world and of course, authentic Nepali cuisine. 

While I was browsing through the menu, I was greeted by a young gentleman named Sulab Giri who began recommending must-have dishes from the menu and began talking about the authenticity and simplicity of the cuisine with a lot of pride. The food was served in traditional brassware and it did not take long for the me to be engulfed with the most pleasant aroma. I just couldn't wait to dig in! As I started tasting every preparation served before me, I couldn't help but appreciate the simplicity of the food with surprising complexities in flavors using the simplest of organic ingredients and the easiest cooking methods. 

Very eager to know how the food was prepared, I requested Sulab Giri for a tour of the kitchen and he simply offered me the opportunity to spend an evening to learn their techniques and methods. I went back that evening with my imaginary chef whites on, to learn authentic Thakali and Newari cuisines which constitute part of Nepali cuisine. Sulab Giri took me through their techniques of making the Nepali Thali, the most sought after ‘momos’ and delicious choyla. 

This whole experience for me as a chef was not only fun but truly enriching. I later discovered that Sulab Giri was the brother of the owner of the restaurant, Khushal Giri. 

I highly recommend this place for a one-of-a-kind culinary experience which I will cherish for years to come.More",5
