Name,Cusine,Date,Quote,Detail Review,Rating
"MANGALAM INDIAN RESTURANT, Bundi - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Dinner,"Reviewed January 16, 2015 ",Best food experience in Rajasthan!,"I have been traveling to India for more than 10 years and this is the best home made food i found in Rajasthan. Healthy and tasty food prepared by expert hands that will take care of you. Nice family, nice experience you musn't miss if...you visit Bundi. Also you can learn how to cook indian food!! Ask them!!!More",5.00
"MANGALAM INDIAN RESTURANT, Bundi - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Dinner,"Reviewed November 10, 2014 ",homely food,i visited with my family on  a sunday to have dinner the food they serve is freshly prepared takes time but the best u will get here,5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed August 1, 2023 ",Must go places,"The perfect spot for a quiet and romantic evening with a lot of lip smacking delicacies with spicy Naga dishes as well for north easterners.

Not forgetting the great service from Monalisa",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed June 18, 2023 ","Candolim , Shivers Resturant GOA","Simply Amazing , Great Food and Brilliant Ambiance !
Customised Food and Guidance to a Pan Asian Menu !
We had huge insights on Food , Placed and Restaurants from Ms. Manju an Ex Army School Principal with a passion for food and child art...!More",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed June 8, 2023 ",Amazing a must try..,"Even though we entered late for dinner, we felt as if we were at home. The servers Monalisa and Deepika were wonderful, and the service, food cocktails ,and ambience  was phenomenal..  and we got a chance to meet the chef  Ruth

Thank you for a...wonderful dining experience.. 5 star..More",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed April 22, 2023 ",Dinner,Cool place to chill and enjoy good food and sip on a drink. Beautiful ambience. Good service by Mona and team. Veg and Seafood Sushi is delicious. Veg spring roll and soya port wine buff chunks just yummy. Also tried Amritsari Masala veg curry with...Lacha paratha and butter roti.More,5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed March 9, 2023 ",Excellent hidden gem of a resturant,"We came across this resturant through our friends.
We would have not found otherwise.
This is a hidden gem of a resturant, with great ambience indoor our outdoor.
Food was great and service excellent.
A must go resturant if you are in Candolim, Goa, India....It is off the main road.
They serve pan Asian food with great cocktails.More",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed March 3, 2023 ",Fantastic ,Please go to this restaurant   my wife and I  was  simply blown away by the service  food  and setting   truly  amazing   dining experience,5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed February 13, 2023 ",Goa Visit to Shivers Garden Bar & Restaurant Goa at Candolim,"The best part of this restaurant is the ambience, the people, the food, the layout of the restaurant…. And…And… And….am at loss of words..to describe. Great Panasian cuisines with perfect taste and presentation and very seasoned and experienced Chef and Bartenders…this is a must visit...place to enjoy the cuisines …and experience the authentic flavours…More",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed February 9, 2023 ",Evening  meal with friends. ,"The setting is fabulous hidden away from the main road in Candolim. Shivers garden restaurant is stunning , with the food matching the setting . Treat yourself whilst in Goa you will not be disappointed.",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed February 3, 2023 ",Amazing food and excellent service.,We have visited this restaurant many times over the years but this visit was the best ever. They have changed the menu and gone more pan Asian - with many superb Thai dishes and also Japanese sushi. They still have the Indian and Chinese on...the menu. The food was excellent and the service matched with even the chef coming out to serve us. The Pannacotta desert was lovely. Truly amazing - they deserve to be busier. Certainly the best meal we have had since we arrived 2 weeks ago.More,5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed January 31, 2023 ",Never fails to impress,"After discovering Shivers last year we knew we’d return. It didn’t disappoint.
We were in Candolim for 6 days and ate at Shivers 3 times. The food and service were both excellent.
Amongst our favourites were the dim sum, fish wrapped in banana leaves, the...lobster and mud crab. All absolutely to die for. 
An absolute must go to place if your in the area.More",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed November 12, 2022 ",Dinner,"Beautiful hidden gem. For long had it in the bucket list, finally today ticked it. Ambience is just awesome, cool vibes. Our steward Deepak was fantastic. We ordered The Cottage Cheese Bao, Deep Fried Water chestnut,  Naga Chicken sukka, Pan fried gyoza, Special Pink Sushi,...Ramen,  Pad Thai and Chocolate Gooey cake. All the dishes were exceptional. The Pad Thai was slightly sweeter but the feedback was well taken by the stewards. The Ramen broth was rich and very flavourful. Even the Veg sushi was tasty. The naga chicken was spicy but the spice was such that you have to take another bite because of how good it was.  The best part of this whole meal was the appetizers we got from the restaurant. It was a Grape Leaf with assortments that was a nice experience to eatt. We also enjoyed the kokum testubes.More",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed September 1, 2022 ",Excellent Pan Asian restaurant,"This is a lovely pan Asian restaurant in Candolim Goa. The ambience was very relaxing. The staff were very friendly and the service was excellent. We had Penang style flat noodles, laksa chilli chicken, Vietnamese spring rolls, naga style pork curry with bamboo shoots amongst...other things. A must try if you are in that area.More",5.00
"SHIVERS GARDEN RESTAURANT, Candolim - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed May 6, 2022 ",Hidden gem,"Shivers garden restaurant near Fort aguada road is nice restaurant located few steps of the main road. We tried fried water chestnut , momo, burnt garlic fried rice and Thai curry. Taste and portions were great. Thanks to the restaurant staff for suggesting the dishes....Also,  they have good bar menu.More",5.00
"PREET FAST FOOD & RESTURANT, Dera Bassi - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed March 21, 2017 ",yummy momos,I loved the taste of steamed momos. The chutney was spicy and mouth watering. Momos are perfectly cooked and well stuffed.,3.00
"PREET FAST FOOD & RESTURANT, Dera Bassi - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed September 24, 2016 ",Fast food Place,"Preet Fast Food & Resturant is in the mid location of Dera Bassi.
Offers a variety of fast food of junk food lovers with good taste.",3.00
"PREET FAST FOOD & RESTURANT, Dera Bassi - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed January 13, 2016 ",Good Fast Food Junction,This restaurant is in main bazar of Dera Bassi. This place offers good variety of food and fast food items. Taste is really good.,4.00
"ZAFFRON RESTURANT CHENNAI PALIKARANAI, Chennai (Madras) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed August 2, 2023 ",Loved the food,The food is yummy and good and mouth watering must good place to visit with family. Deserts and cakes was great.,4.00
"ZAFFRON RESTURANT CHENNAI PALIKARANAI, Chennai (Madras) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed August 6, 2018 ",Awesome place to eat. ,This place is a very well maintained place and it has got very quick delivery service for Lebanese foods.,5.00
"ZAFFRON RESTURANT CHENNAI PALIKARANAI, Chennai (Madras) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed January 7, 2018 ",Reasonable restaurant,"Decent quality food, well priced and good service .. the ambience wasn't so good and cleanliness was iffy..",3.00
"ZAFFRON RESTURANT CHENNAI PALIKARANAI, Chennai (Madras) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed September 12, 2016 ",Excellently priced treat for your taste buds,"I stay in a locality nearby and a am regular to this hotel. Having visited many times I have tried most items on the menu. Zaffron despite being a mid range hotel, delivers great taste and value for money. In my experience, I find that...most people make Tandoori but don't do a great job at that. Zaffron perhaps gets right most of the times. Cooked to the right extent and with the perfect blend. Now this is complemented by their great service. Go check it out for yourself. Cheers!More",5.00
"ZAFFRON RESTURANT CHENNAI PALIKARANAI, Chennai (Madras) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed February 25, 2016 ",weekend mid range hotel,"its very close to my home,we went last week for dinner,taste is not bad,but service time is little bit late,its a normal weekend budget resturant",4.00
"ZAFFRON RESTURANT CHENNAI PALIKARANAI, Chennai (Madras) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed September 27, 2015 ",Stop here for Barbeque and Grills,"If you are witnessing a plethora of small Restaurants that are mushrooming around every streets of Chennai, whose minimum requirement is to have an Air conditioner rooms, Tandoori/grill oven, almost a similar menu with a list of North Indian and Chinese foods (most of them...won’t be available across every restaurant all the time) and servant maids from North East, then probably you are going to read one of the similar review from an frequent passerby on this road.

Let me keep it short and sweet.

Zaffron – Palikaranai, few meteres away from CTS office 

What to expect: Grills, tandoori and Barbeque, breads. 

What;s different here: Peeper Barbeques (little unique in taste and must try)

Bills: nominal (500 for 2) 

Hints: prefer the 1st floor for dinning.More",4.00
"DROPADI, Palolem - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,Reviewed 1 week ago ,1000+ reviewers weren’t wrong,"Visited based on TripAdvisor rating for Palolem and number of reviews (over 1,000 at time of visiting).
Food was truly great, went twice out of 5 meals.
Crab Masala, one of the specials, is now one of my top 5 Indian dishes for sure.
Service...was great, staff offered shot glasses of the different wines for us to choose.
VISA accepted without issues.
Decor is practical - the full front sea view sells itself!More",5.00
"DROPADI, Palolem - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed April 28, 2023 ",North Indian food fix in Palolem,"It is extremely unusual to find a new daal recipe in Goa. And that too in Palolem.  Dropadi surprised us with something called daal balti (rajmah, chhole, sabut urad and chana daal in a tomatoey sweet sour base, with ajwain in the tadka). It is...just off the official entrance to Palolem beach and is well worth the effort if u need a fix of North Indian food. The chicken tikka was also very competent. We had been told the continental food was also very good but the bannofee pie did not meet the standard.More",4.00
